0.166320,0.833680,4.989238,0.227800,2.971800,52.717909,417.707083,412.256100
0.166320,0.833680,4.989238,0.227800,2.971800,52.717909,417.707083,412.256100
0.166248,0.833752,4.987281,0.227800,2.973413,52.717900,417.716072,412.256100
0.166043,0.833957,4.966259,0.227800,2.971800,52.717900,417.838103,412.256100
0.165841,0.834159,4.949550,0.227800,2.971800,52.717903,417.933364,412.256101
0.165611,0.834389,4.930538,0.227800,2.971800,52.717900,418.041757,412.256100
0.165401,0.834599,4.913110,0.227800,2.971800,52.717906,418.141121,412.256100
0.165282,0.834718,4.903364,0.227800,2.971800,52.718162,418.196626,412.256100
0.164943,0.835057,4.875251,0.227800,2.971800,52.717908,418.356975,412.256100
0.164806,0.835194,4.863868,0.227800,2.971800,52.717908,418.421875,412.256100
0.164643,0.835357,4.850406,0.227800,2.971800,52.717908,418.498626,412.256100
0.164399,0.835601,4.837692,0.227800,2.974815,52.717900,418.567066,412.256100
0.164235,0.835765,4.816631,0.227800,2.971800,52.717906,418.691197,412.256100
0.163979,0.836021,4.798413,0.227829,2.971800,52.717900,418.793639,412.256100
0.163790,0.836210,4.779789,0.227800,2.971800,52.717900,418.901248,412.256100
0.163790,0.836210,4.779789,0.227800,2.971800,52.717900,418.901248,412.256100
0.163436,0.836564,4.750814,0.227800,2.971800,52.718729,419.066235,412.256100
0.163254,0.836746,4.735393,0.227800,2.971800,52.717900,419.154374,412.256100
0.163004,0.836996,4.714753,0.227800,2.971800,52.717995,419.272028,412.256102
0.162773,0.837227,4.698843,0.227801,2.971800,52.717901,419.364129,412.258419
0.162535,0.837465,4.675904,0.227800,2.971800,52.717901,419.493543,412.256100
0.162446,0.837554,4.668505,0.227800,2.971800,52.717901,419.535732,412.256100
0.162247,0.837753,4.652109,0.227801,2.971800,52.717928,419.629174,412.256102
0.162087,0.837913,4.638892,0.227801,2.971800,52.717994,419.704512,412.256102
0.161683,0.838317,4.605336,0.227800,2.971801,52.717980,419.895866,412.256100
0.161569,0.838431,4.595901,0.227800,2.971800,52.717994,419.949661,412.256100
0.161248,0.838752,4.569343,0.227800,2.971800,52.717900,420.101096,412.256100
0.160746,0.839254,4.542433,0.227800,2.977672,52.717900,420.246634,412.256100
0.160615,0.839385,4.516932,0.227800,2.971800,52.717902,420.399921,412.256102
0.160348,0.839652,4.494794,0.227800,2.971801,52.717901,420.526137,412.256100
0.160149,0.839851,4.478329,0.227800,2.971800,52.717901,420.620012,412.256100
0.159830,0.840170,4.451918,0.227800,2.971800,52.717901,420.770593,412.256100
0.159551,0.840449,4.428839,0.227800,2.971800,52.717900,420.902179,412.256100
0.159455,0.840545,4.420931,0.227800,2.971800,52.717900,420.947262,412.256100
0.159194,0.840806,4.399266,0.227800,2.971800,52.717900,421.070789,412.256100
0.159037,0.840963,4.386336,0.227800,2.971800,52.717995,421.144485,412.256102
0.158943,0.841057,4.378824,0.227800,2.971810,52.718607,421.187143,412.256100
0.158703,0.841297,4.358945,0.227800,2.971800,52.718608,421.300496,412.256100
0.158512,0.841488,4.345891,0.227804,2.972879,52.717900,421.373472,412.256100
0.158316,0.841684,4.326918,0.227800,2.971810,52.718607,421.483083,412.256100
0.158070,0.841930,4.306256,0.227800,2.971800,52.717949,421.601072,412.256100
0.157438,0.842562,4.253954,0.227800,2.971800,52.717903,421.899274,412.256104
0.157207,0.842793,4.234809,0.227800,2.971800,52.717900,422.008430,412.256100
0.156851,0.843149,4.205323,0.227800,2.971800,52.717903,422.176546,412.256100
0.156717,0.843283,4.194267,0.227800,2.971800,52.717900,422.239583,412.256102
0.156561,0.843439,4.181339,0.227800,2.971800,52.717900,422.313291,412.256100
0.156131,0.843869,4.145723,0.227800,2.971800,52.717948,422.516261,412.256103
0.155902,0.844098,4.126289,0.227800,2.971800,52.717900,422.624492,412.256100
0.155788,0.844212,4.119418,0.227826,2.971800,52.717900,422.661509,412.256100
0.155405,0.844595,4.086995,0.227826,2.971800,52.717958,422.842040,412.256100
0.155404,0.844596,4.086989,0.227826,2.971800,52.717959,422.842040,412.256100
0.155161,0.844839,4.063448,0.227800,2.971800,52.717901,422.974423,412.256100
0.154966,0.845034,4.046946,0.227800,2.971800,52.717900,423.066315,412.256100
0.154818,0.845182,4.034392,0.227800,2.971800,52.717900,423.136219,412.256100
0.154463,0.845537,4.004311,0.227800,2.971800,52.717900,423.303727,412.256100
0.154171,0.845829,3.979543,0.227800,2.971800,52.717901,423.441651,412.256100
0.153971,0.846029,3.962584,0.227800,2.971800,52.717901,423.536083,412.256101
0.153815,0.846185,3.949823,0.227800,2.971973,52.717922,423.606906,412.256100
0.153555,0.846445,3.927372,0.227800,2.971800,52.717901,423.732157,412.256100
0.153354,0.846646,3.913063,0.227826,2.971800,52.717900,423.810601,412.256100
0.153203,0.846797,3.897514,0.227800,2.971800,52.717900,423.898422,412.256100
0.152910,0.847090,3.872626,0.227800,2.971800,52.717900,424.037010,412.256100
0.152764,0.847236,3.860265,0.227800,2.971800,52.717900,424.105847,412.256100
0.152478,0.847522,3.836084,0.227800,2.971800,52.717901,424.240475,412.256100
0.152447,0.847553,3.833395,0.227800,2.971800,52.717902,424.255472,412.256100
0.152117,0.847883,3.805456,0.227800,2.971800,52.717902,424.411048,412.256100
0.151923,0.848077,3.789907,0.227800,2.971800,52.717900,424.498012,412.256707
0.151688,0.848312,3.776641,0.227800,2.974749,52.717900,424.567533,412.256100
0.151524,0.848476,3.756066,0.227800,2.971800,52.717900,424.686446,412.256693
0.151429,0.848571,3.748010,0.227800,2.971800,52.717900,424.731312,412.256707
0.151270,0.848730,3.733629,0.227800,2.971800,52.717900,424.811016,412.256100
0.150986,0.849014,3.709599,0.227800,2.971800,52.717901,424.944832,412.256100
0.150782,0.849218,3.692264,0.227800,2.971800,52.717908,425.041355,412.256100
0.150659,0.849341,3.682386,0.227804,2.971800,52.717900,425.096149,412.256100
0.150475,0.849525,3.666258,0.227800,2.971800,52.717903,425.186168,412.256100
0.150116,0.849884,3.635898,0.227800,2.971800,52.718009,425.355202,412.256100
0.150051,0.849949,3.630333,0.227800,2.971800,52.717903,425.386213,412.256100
0.149821,0.850179,3.613676,0.227826,2.971800,52.718010,425.477711,412.256100
0.149406,0.850594,3.575637,0.227800,2.971800,52.717900,425.690795,412.256100
0.149406,0.850594,3.575637,0.227800,2.971800,52.717900,425.690795,412.256100
0.149141,0.850859,3.553318,0.227801,2.971800,52.717908,425.815020,412.256100
0.149123,0.850877,3.551671,0.227800,2.971800,52.717908,425.824244,412.256100
0.148867,0.851133,3.530038,0.227801,2.971800,52.717901,425.944677,412.256100
0.148735,0.851265,3.518770,0.227800,2.971800,52.717904,426.007461,412.256104
0.148287,0.851713,3.487205,0.227800,2.971800,52.717902,426.218643,412.256100
0.147112,0.852888,3.483550,0.227800,2.971800,52.717945,426.248942,412.328359
0.146706,0.853294,3.477367,0.227800,3.022903,52.717900,426.170525,412.256100
0.145747,0.854253,3.476715,0.227800,3.048910,52.717902,426.218643,412.256100
0.145613,0.854387,3.472196,0.227800,3.056696,52.717901,426.160954,412.256101
0.144334,0.855666,3.465397,0.227800,3.096931,52.717900,426.138839,412.256100
0.144334,0.855666,3.465397,0.227800,3.096931,52.717900,426.138839,412.256100
0.142801,0.857199,3.460159,0.227800,3.121834,52.849966,426.101787,412.260045
0.142000,0.858000,3.455789,0.227800,3.170804,52.717900,426.091420,412.256100
0.140755,0.859245,3.447361,0.227800,3.208602,52.717900,426.091420,412.256101
0.140755,0.859245,3.447361,0.227800,3.208602,52.717900,426.091420,412.256101
0.139740,0.860260,3.444186,0.227800,3.238137,52.717901,426.106345,412.256801
0.138940,0.861060,3.441151,0.227801,3.241085,52.717906,426.107262,412.302283
0.137546,0.862454,3.435441,0.227800,3.310772,52.717900,426.017116,412.256101
0.137453,0.862547,3.432075,0.227800,3.310365,52.717900,426.067340,412.256100
0.136262,0.863738,3.426849,0.227800,3.350052,52.717958,426.012295,412.256102
0.135508,0.864492,3.421323,0.227800,3.372924,52.717900,426.012419,412.256100
0.134545,0.865455,3.420337,0.227800,3.375123,52.866022,426.046726,412.256100
0.133322,0.866678,3.411549,0.227800,3.439010,52.717900,426.016875,412.256101
0.132313,0.867687,3.406631,0.227800,3.456271,52.717900,426.011113,412.285478
0.131085,0.868915,3.398191,0.227800,3.510765,52.717900,425.956467,412.256100
0.130595,0.869405,3.396139,0.227800,3.525655,52.717905,425.956467,412.256100
0.129749,0.870251,3.395554,0.227800,3.548593,52.718064,425.998756,412.256100
0.129301,0.870699,3.393707,0.227800,3.562170,52.718060,425.998756,412.256100
0.128469,0.871531,3.391384,0.227801,3.573783,52.795881,426.002142,412.256845
0.126135,0.873865,3.376411,0.228350,3.641441,52.717901,425.901287,412.256126
0.125176,0.874824,3.370271,0.227800,3.693389,52.717900,425.905592,412.256100
0.123625,0.876375,3.363866,0.227800,3.740475,52.717900,425.905592,412.256100
0.122675,0.877325,3.363592,0.227800,3.776535,52.717981,425.792868,412.256100
0.122572,0.877428,3.355118,0.227800,3.776535,52.717984,425.841527,412.256100
0.121777,0.878223,3.351294,0.227810,3.800800,52.717900,425.832996,412.256100
0.120452,0.879548,3.350056,0.227801,3.740101,53.351008,425.757065,412.256100
0.119705,0.880295,3.347913,0.227801,3.869020,52.717901,425.756205,412.256100
0.118757,0.881243,3.338544,0.227800,3.896877,52.717900,425.771065,412.256100
0.117567,0.882433,3.333219,0.227801,3.934277,52.717901,425.750527,412.256100
0.116603,0.883397,3.325889,0.227800,3.963445,52.717900,425.752303,412.256100
